Sample_ID,Diagnosis,Gene,Expression
126,Healthy,Gene_187,0.257214
126,Healthy,Gene_244,0.308681
126,Healthy,Gene_285,0.658128
126,Healthy,Gene_354,0.353254
126,Healthy,Gene_366,0.355746
126,Healthy,Gene_367,0.325977
126,Healthy,Gene_482,0.639053
126,Healthy,Gene_521,0.342619
126,Healthy,Gene_588,0.739539
126,Healthy,Gene_607,0.63232
126,Healthy,Gene_646,0.351338
126,Healthy,Gene_650,0.833564
126,Healthy,Gene_781,0.403514
126,Healthy,Gene_816,0.686359
126,Healthy,Gene_818,0.330919
126,Healthy,Gene_84,0.308098
126,Healthy,Gene_850,0.068855
126,Healthy,Gene_916,0.105549
126,Healthy,Gene_969,0.630547
127,AML,Gene_149,0.014931
127,AML,Gene_187,0.475347
127,AML,Gene_244,0.146545
127,AML,Gene_285,0.056713
127,AML,Gene_354,0.624056
127,AML,Gene_366,0.759141
127,AML,Gene_367,0.147785
127,AML,Gene_482,0.619398
127,AML,Gene_521,0.68383
127,AML,Gene_588,0.781498
127,AML,Gene_607,0.044882
127,AML,Gene_646,0.558234
127,AML,Gene_650,0.666133
127,AML,Gene_781,0.881054
127,AML,Gene_816,0.344203
127,AML,Gene_818,0.452826
127,AML,Gene_84,0.302637
127,AML,Gene_850,0.788159
127,AML,Gene_916,0.496768
127,AML,Gene_969,0.440514
128,Healthy,Gene_149,0.799777
128,Healthy,Gene_187,0.490462
128,Healthy,Gene_244,0.021588
128,Healthy,Gene_285,0.062255
128,Healthy,Gene_354,0.299574
128,Healthy,Gene_366,0.417823
128,Healthy,Gene_367,0.303429
128,Healthy,Gene_482,0.515712
128,Healthy,Gene_521,0.070742
128,Healthy,Gene_588,0.401605
128,Healthy,Gene_607,0.641603
128,Healthy,Gene_646,0.747533
128,Healthy,Gene_650,0.018628
128,Healthy,Gene_781,0.487934
128,Healthy,Gene_816,0.808432
128,Healthy,Gene_818,0.576038
128,Healthy,Gene_84,0.000561
128,Healthy,Gene_850,0.391082
128,Healthy,Gene_916,0.038775
128,Healthy,Gene_969,0.122318
129,AML,Gene_149,0.786983
129,AML,Gene_187,0.18762
129,AML,Gene_244,0.061292
129,AML,Gene_285,0.880434
129,AML,Gene_354,0.139018
129,AML,Gene_366,0.569873
129,AML,Gene_367,0.946358
129,AML,Gene_482,0.534428
129,AML,Gene_521,0.144702
129,AML,Gene_588,0.271345
129,AML,Gene_607,0.030522
129,AML,Gene_646,0.893668
129,AML,Gene_650,0.382584
129,AML,Gene_781,0.330458
129,AML,Gene_816,0.1863
129,AML,Gene_818,0.25532
129,AML,Gene_84,0.844539
129,AML,Gene_850,0.526539
129,AML,Gene_916,0.671758
129,AML,Gene_969,0.621666
130,ALL,Gene_149,0.22785
130,ALL,Gene_187,0.64865
130,ALL,Gene_244,0.451239
130,ALL,Gene_285,0.296974
130,ALL,Gene_354,0.457002
130,ALL,Gene_366,0.827301
130,ALL,Gene_367,0.511942
130,ALL,Gene_482,0.868265
130,ALL,Gene_521,0.701636
130,ALL,Gene_588,0.902575
130,ALL,Gene_607,0.580871
130,ALL,Gene_646,0.636157
130,ALL,Gene_650,0.601233
130,ALL,Gene_781,0.538577
130,ALL,Gene_816,0.979333
130,ALL,Gene_818,0.127195
130,ALL,Gene_84,0.495921
130,ALL,Gene_850,0.57362
130,ALL,Gene_916,0.090521
130,ALL,Gene_969,0.643984
131,ALL,Gene_149,0.113428
131,ALL,Gene_187,0.172244
131,ALL,Gene_244,0.449833
131,ALL,Gene_285,0.813109
131,ALL,Gene_354,0.66097
131,ALL,Gene_366,0.85894
131,ALL,Gene_367,0.939675
131,ALL,Gene_482,0.381636
131,ALL,Gene_521,0.92109
131,ALL,Gene_588,0.89623
131,ALL,Gene_607,0.665419
131,ALL,Gene_646,0.919119
131,ALL,Gene_650,0.141138
131,ALL,Gene_781,0.723484
131,ALL,Gene_816,0.939766
131,ALL,Gene_818,0.235936
131,ALL,Gene_84,0.327126
131,ALL,Gene_850,0.744728
131,ALL,Gene_916,0.251928
131,ALL,Gene_969,0.44815
132,ALL,Gene_149,0.364234
132,ALL,Gene_187,0.057955
132,ALL,Gene_244,0.292895
132,ALL,Gene_285,0.249422
132,ALL,Gene_354,0.836954
132,ALL,Gene_366,0.98955
132,ALL,Gene_367,0.809527
132,ALL,Gene_482,0.226372
132,ALL,Gene_521,0.081121
132,ALL,Gene_588,0.905137
132,ALL,Gene_607,0.082795
132,ALL,Gene_646,0.410882
132,ALL,Gene_650,0.326887
132,ALL,Gene_781,0.283704
132,ALL,Gene_816,0.317602
132,ALL,Gene_818,0.988417
132,ALL,Gene_84,0.028156
132,ALL,Gene_850,0.287811
132,ALL,Gene_916,0.310367
132,ALL,Gene_969,0.72498
133,Healthy,Gene_149,0.580226
133,Healthy,Gene_187,0.898545
133,Healthy,Gene_244,0.26109
133,Healthy,Gene_285,0.558314
133,Healthy,Gene_354,0.199815
133,Healthy,Gene_366,0.828642
133,Healthy,Gene_367,0.617962
133,Healthy,Gene_482,0.180177
133,Healthy,Gene_521,0.4929
133,Healthy,Gene_588,0.693886
133,Healthy,Gene_607,0.829752
133,Healthy,Gene_646,0.110817
133,Healthy,Gene_650,0.200205
133,Healthy,Gene_781,0.768155
133,Healthy,Gene_816,0.479677
133,Healthy,Gene_818,0.951983
133,Healthy,Gene_84,0.830942
133,Healthy,Gene_850,0.173002
133,Healthy,Gene_916,0.719981
133,Healthy,Gene_969,0.075058
134,AML,Gene_149,0.219398
134,AML,Gene_187,0.581946
134,AML,Gene_244,0.614363
134,AML,Gene_285,0.336235
134,AML,Gene_354,0.801313
134,AML,Gene_366,0.386918
134,AML,Gene_367,0.413486
134,AML,Gene_482,0.077387
134,AML,Gene_521,0.227469
134,AML,Gene_588,0.728923
134,AML,Gene_607,0.506155
134,AML,Gene_646,0.219548
134,AML,Gene_650,0.727461
134,AML,Gene_781,0.147511
134,AML,Gene_816,0.88052
134,AML,Gene_818,0.418159
134,AML,Gene_84,0.922949
134,AML,Gene_850,0.99348
134,AML,Gene_916,0.414292
134,AML,Gene_969,0.294268
135,AML,Gene_149,0.943886
135,AML,Gene_187,0.530247
135,AML,Gene_244,0.213378
135,AML,Gene_285,0.572311
135,AML,Gene_354,0.182202
135,AML,Gene_366,0.919926
135,AML,Gene_367,0.532858
135,AML,Gene_482,0.114986
135,AML,Gene_521,0.79813
135,AML,Gene_588,0.070781
135,AML,Gene_607,0.418546
135,AML,Gene_646,0.822863
135,AML,Gene_650,0.517857
135,AML,Gene_781,0.492588
135,AML,Gene_816,0.865826
135,AML,Gene_818,0.564911
135,AML,Gene_84,0.815902
135,AML,Gene_850,0.0768
135,AML,Gene_916,0.782928
135,AML,Gene_969,0.079768
136,AML,Gene_149,0.926807
136,AML,Gene_187,0.919202
136,AML,Gene_244,0.883808
136,AML,Gene_285,0.116159
136,AML,Gene_354,0.752699
136,AML,Gene_366,0.56651
136,AML,Gene_367,0.981817
136,AML,Gene_482,0.359346
136,AML,Gene_521,0.842929
136,AML,Gene_588,0.775846
136,AML,Gene_607,0.658933
136,AML,Gene_646,0.931327
136,AML,Gene_650,0.510161
136,AML,Gene_781,0.87102
136,AML,Gene_816,0.065596
136,AML,Gene_818,0.772868
136,AML,Gene_84,0.863844
136,AML,Gene_850,0.438278
136,AML,Gene_916,0.836897
136,AML,Gene_969,0.173945
137,AML,Gene_149,0.871474
137,AML,Gene_187,0.44295
137,AML,Gene_244,0.694899
137,AML,Gene_285,0.259778
137,AML,Gene_354,0.073678
137,AML,Gene_366,0.000762
137,AML,Gene_367,0.79962
137,AML,Gene_482,0.845614
137,AML,Gene_521,0.67962
137,AML,Gene_588,0.099202
137,AML,Gene_607,0.927617
137,AML,Gene_646,0.342733
137,AML,Gene_650,0.786152
137,AML,Gene_781,0.326376
137,AML,Gene_816,0.731687
137,AML,Gene_818,0.560089
137,AML,Gene_84,0.902157
137,AML,Gene_850,0.82494
137,AML,Gene_916,0.679293
137,AML,Gene_969,0.865891
138,ALL,Gene_149,0.570616
138,ALL,Gene_187,0.303648
138,ALL,Gene_244,0.241234
138,ALL,Gene_285,0.796909
138,ALL,Gene_354,0.673865
138,ALL,Gene_366,0.560918
138,ALL,Gene_367,0.970947
138,ALL,Gene_482,0.52752
138,ALL,Gene_521,0.70159
138,ALL,Gene_588,0.531436
138,ALL,Gene_607,0.141644
138,ALL,Gene_646,0.051372
138,ALL,Gene_650,0.6553
138,ALL,Gene_781,0.412801
138,ALL,Gene_816,0.679689
138,ALL,Gene_818,0.720452
138,ALL,Gene_84,0.064739
138,ALL,Gene_850,0.816036
138,ALL,Gene_916,0.918994
138,ALL,Gene_969,0.67962
139,ALL,Gene_149,0.300117
139,ALL,Gene_187,0.766138
139,ALL,Gene_244,0.463661
139,ALL,Gene_285,0.328213
139,ALL,Gene_354,0.84417
139,ALL,Gene_366,0.407109
139,ALL,Gene_367,0.202627
139,ALL,Gene_482,0.559137
139,ALL,Gene_521,0.734827
139,ALL,Gene_588,0.690973
139,ALL,Gene_607,0.927466
139,ALL,Gene_646,0.757986
139,ALL,Gene_650,0.489648
139,ALL,Gene_781,0.413279
139,ALL,Gene_816,0.397834
139,ALL,Gene_818,0.331647
139,ALL,Gene_84,0.217279
139,ALL,Gene_850,0.506929
139,ALL,Gene_916,0.776719
139,ALL,Gene_969,0.066716
140,Healthy,Gene_149,0.085354
140,Healthy,Gene_187,0.335583
140,Healthy,Gene_244,0.983464
140,Healthy,Gene_285,0.981831
140,Healthy,Gene_354,0.172055
140,Healthy,Gene_366,0.61895
140,Healthy,Gene_367,0.252508
140,Healthy,Gene_482,0.17241
140,Healthy,Gene_521,0.580467
140,Healthy,Gene_588,0.674434
140,Healthy,Gene_607,0.802479
140,Healthy,Gene_646,0.868308
140,Healthy,Gene_650,0.987647
140,Healthy,Gene_781,0.533028
140,Healthy,Gene_816,0.693429
140,Healthy,Gene_818,0.540231
140,Healthy,Gene_84,0.488593
140,Healthy,Gene_850,0.322983
140,Healthy,Gene_916,0.785231
140,Healthy,Gene_969,0.114847
141,ALL,Gene_149,0.278621
141,ALL,Gene_187,0.447985
141,ALL,Gene_244,0.394139
141,ALL,Gene_285,0.679507
141,ALL,Gene_354,0.487672
141,ALL,Gene_366,0.483593
141,ALL,Gene_367,0.730105
141,ALL,Gene_482,0.134316
141,ALL,Gene_521,0.41367
141,ALL,Gene_588,0.660745
141,ALL,Gene_607,0.163289
141,ALL,Gene_646,0.432878
141,ALL,Gene_650,0.877117
141,ALL,Gene_781,0.979603
141,ALL,Gene_816,0.735778
141,ALL,Gene_818,0.527267
141,ALL,Gene_84,0.952589
141,ALL,Gene_850,0.395187
141,ALL,Gene_916,0.031503
141,ALL,Gene_969,0.243871
142,AML,Gene_149,0.146953
142,AML,Gene_187,0.728081
142,AML,Gene_244,0.462561
142,AML,Gene_285,0.01706
142,AML,Gene_354,0.785723
142,AML,Gene_366,0.369501
142,AML,Gene_367,0.74354
142,AML,Gene_482,0.463709
142,AML,Gene_521,0.985235
142,AML,Gene_588,0.34211
142,AML,Gene_607,0.78914
142,AML,Gene_646,0.933377
142,AML,Gene_650,0.192017
142,AML,Gene_781,0.614164
142,AML,Gene_816,0.272283
142,AML,Gene_818,0.622349
142,AML,Gene_84,0.22133
142,AML,Gene_850,0.222641
142,AML,Gene_916,0.215472
142,AML,Gene_969,0.906899
143,AML,Gene_149,0.85807
143,AML,Gene_187,0.332848
143,AML,Gene_244,0.787227
143,AML,Gene_285,0.323907
143,AML,Gene_354,0.300277
143,AML,Gene_366,0.672092
143,AML,Gene_367,0.608292
143,AML,Gene_482,0.076292
143,AML,Gene_521,0.803893
143,AML,Gene_588,0.353738
143,AML,Gene_607,0.245074
143,AML,Gene_646,1.0
143,AML,Gene_650,0.517908
143,AML,Gene_781,0.023715
143,AML,Gene_816,0.024345
143,AML,Gene_818,0.626926
143,AML,Gene_84,0.254345
143,AML,Gene_850,0.438438
143,AML,Gene_916,0.163952
143,AML,Gene_969,0.365445
144,ALL,Gene_149,0.587447
144,ALL,Gene_187,0.309037
144,ALL,Gene_244,0.806051
144,ALL,Gene_285,0.798299
144,ALL,Gene_354,0.793928
144,ALL,Gene_366,0.598128
144,ALL,Gene_367,0.188809
144,ALL,Gene_482,0.226918
144,ALL,Gene_521,0.358041
144,ALL,Gene_588,0.329177
144,ALL,Gene_607,0.355292
144,ALL,Gene_646,0.205929
144,ALL,Gene_650,0.213676
144,ALL,Gene_781,0.565163
144,ALL,Gene_816,0.827024
144,ALL,Gene_818,0.000684
144,ALL,Gene_84,0.024973
144,ALL,Gene_850,0.271224
144,ALL,Gene_916,0.465899
144,ALL,Gene_969,0.866709
145,ALL,Gene_149,0.476816
145,ALL,Gene_187,0.442147
145,ALL,Gene_244,0.775885
145,ALL,Gene_285,0.862745
145,ALL,Gene_354,0.006034
145,ALL,Gene_366,0.202781
145,ALL,Gene_367,0.634696
145,ALL,Gene_482,0.23442
145,ALL,Gene_521,0.628036
145,ALL,Gene_588,0.972927
145,ALL,Gene_607,0.818107
145,ALL,Gene_646,0.740091
145,ALL,Gene_650,0.285845
145,ALL,Gene_781,0.113799
145,ALL,Gene_816,0.096882
145,ALL,Gene_818,0.550645
145,ALL,Gene_84,0.610055
145,ALL,Gene_850,0.681771
145,ALL,Gene_916,0.641502
145,ALL,Gene_969,0.764992
146,Healthy,Gene_149,0.702238
146,Healthy,Gene_187,0.065408
146,Healthy,Gene_244,0.895176
146,Healthy,Gene_285,0.46832
146,Healthy,Gene_354,0.521133
146,Healthy,Gene_366,0.025069
146,Healthy,Gene_367,0.580392
146,Healthy,Gene_482,0.983401
146,Healthy,Gene_521,0.766407
146,Healthy,Gene_588,0.943273
146,Healthy,Gene_607,0.593605
146,Healthy,Gene_646,0.09115
146,Healthy,Gene_650,0.638061
146,Healthy,Gene_781,0.190047
146,Healthy,Gene_816,0.757875
146,Healthy,Gene_818,0.916564
146,Healthy,Gene_84,0.900457
146,Healthy,Gene_850,0.582625
146,Healthy,Gene_916,0.572308
146,Healthy,Gene_969,0.977689
147,AML,Gene_149,0.283854
147,AML,Gene_187,0.619045
147,AML,Gene_244,0.372914
147,AML,Gene_285,0.30069
147,AML,Gene_354,0.064697
147,AML,Gene_366,0.429866
147,AML,Gene_367,0.738829
147,AML,Gene_482,0.120965
147,AML,Gene_521,0.059763
147,AML,Gene_588,0.397282
147,AML,Gene_607,0.983199
147,AML,Gene_646,0.902159
147,AML,Gene_650,0.324599
147,AML,Gene_781,0.417128
147,AML,Gene_816,0.177212
147,AML,Gene_818,0.929325
147,AML,Gene_84,0.475136
147,AML,Gene_850,0.609658
147,AML,Gene_916,0.662385
147,AML,Gene_969,0.803709
148,AML,Gene_149,0.669592
148,AML,Gene_187,0.517133
148,AML,Gene_244,0.80122
148,AML,Gene_285,0.259206
148,AML,Gene_354,0.542502
148,AML,Gene_366,0.900468
148,AML,Gene_367,0.805997
148,AML,Gene_482,0.078508
148,AML,Gene_521,0.410854
148,AML,Gene_588,0.984643
148,AML,Gene_607,0.221984
148,AML,Gene_646,0.37324
148,AML,Gene_650,0.80707
148,AML,Gene_781,0.250049
148,AML,Gene_816,0.129668
148,AML,Gene_818,0.515729
148,AML,Gene_84,0.974139
148,AML,Gene_850,0.240179
148,AML,Gene_916,0.967985
148,AML,Gene_969,0.312412
149,Healthy,Gene_149,0.942447
149,Healthy,Gene_187,0.828831
149,Healthy,Gene_244,0.295921
149,Healthy,Gene_285,0.674111
149,Healthy,Gene_354,0.37569
149,Healthy,Gene_366,0.763598
149,Healthy,Gene_367,0.38468
149,Healthy,Gene_482,0.121764
149,Healthy,Gene_521,0.602033
149,Healthy,Gene_588,0.65973
149,Healthy,Gene_607,0.991918
149,Healthy,Gene_646,0.1634
149,Healthy,Gene_650,0.207859
149,Healthy,Gene_781,0.293477
149,Healthy,Gene_816,0.429626
149,Healthy,Gene_818,0.608106
149,Healthy,Gene_84,0.646083
149,Healthy,Gene_850,0.630849
149,Healthy,Gene_916,0.356139
149,Healthy,Gene_969,0.985401
150,Healthy,Gene_149,0.158603
150,Healthy,Gene_187,0.726564
150,Healthy,Gene_244,0.135679
150,Healthy,Gene_285,0.080064
150,Healthy,Gene_354,0.577112
150,Healthy,Gene_366,0.767304
150,Healthy,Gene_367,0.529643
150,Healthy,Gene_482,0.108685
150,Healthy,Gene_521,0.575454
150,Healthy,Gene_588,0.265391
150,Healthy,Gene_607,0.336125
150,Healthy,Gene_646,0.977188
150,Healthy,Gene_650,0.683341
150,Healthy,Gene_781,0.076587
150,Healthy,Gene_816,0.360872
150,Healthy,Gene_818,0.729315
150,Healthy,Gene_84,0.355967
150,Healthy,Gene_850,0.324603
150,Healthy,Gene_916,0.93228
150,Healthy,Gene_969,0.975368
151,AML,Gene_149,0.309179
151,AML,Gene_187,0.34351
151,AML,Gene_244,0.297344
151,AML,Gene_285,0.184476
151,AML,Gene_354,0.38877
151,AML,Gene_366,0.817522
151,AML,Gene_367,0.485022
151,AML,Gene_482,0.826204
151,AML,Gene_521,0.484401
151,AML,Gene_588,0.674797
151,AML,Gene_607,0.648059
151,AML,Gene_646,0.636496
151,AML,Gene_650,0.847242
151,AML,Gene_781,0.494391
151,AML,Gene_816,0.756397
151,AML,Gene_818,0.911911
151,AML,Gene_84,0.91026
151,AML,Gene_850,0.565612
151,AML,Gene_916,0.626982
151,AML,Gene_969,0.82919
152,ALL,Gene_149,0.527616
152,ALL,Gene_187,0.04003
152,ALL,Gene_244,0.34995
152,ALL,Gene_285,0.850977
152,ALL,Gene_354,0.013252
152,ALL,Gene_366,0.830123
152,ALL,Gene_367,0.167737
152,ALL,Gene_482,0.998406
152,ALL,Gene_521,0.286293
152,ALL,Gene_588,0.460935
152,ALL,Gene_607,0.906137
152,ALL,Gene_646,0.592695
152,ALL,Gene_650,0.360948
152,ALL,Gene_781,0.542382
152,ALL,Gene_816,0.493083
152,ALL,Gene_818,0.888499
152,ALL,Gene_84,0.302409
152,ALL,Gene_850,0.739644
152,ALL,Gene_916,0.38654
152,ALL,Gene_969,0.828553
153,ALL,Gene_149,0.278168
153,ALL,Gene_187,0.819085
153,ALL,Gene_244,0.353343
153,ALL,Gene_285,0.964039
153,ALL,Gene_354,0.109283
153,ALL,Gene_366,0.987671
153,ALL,Gene_367,0.726779
153,ALL,Gene_482,0.959854
153,ALL,Gene_521,0.719557
153,ALL,Gene_588,0.925694
153,ALL,Gene_607,0.314854
153,ALL,Gene_646,0.31309
153,ALL,Gene_650,0.882111
153,ALL,Gene_781,0.466839
153,ALL,Gene_816,0.510535
153,ALL,Gene_818,0.296783
153,ALL,Gene_84,0.110973
153,ALL,Gene_850,0.33713
153,ALL,Gene_916,0.031055
153,ALL,Gene_969,0.197246
154,AML,Gene_149,0.319373
154,AML,Gene_187,0.548328
154,AML,Gene_244,0.564649
154,AML,Gene_285,0.77756
154,AML,Gene_354,0.279229
154,AML,Gene_366,0.329682
154,AML,Gene_367,0.946257
154,AML,Gene_482,0.246069
154,AML,Gene_521,0.471456
154,AML,Gene_588,0.901706
154,AML,Gene_607,0.825888
154,AML,Gene_646,0.030801
154,AML,Gene_650,0.464701
154,AML,Gene_781,0.169651
154,AML,Gene_816,0.322606
154,AML,Gene_818,0.99778
154,AML,Gene_84,0.444604
154,AML,Gene_850,0.703097
154,AML,Gene_916,0.086068
154,AML,Gene_969,0.799486
155,Healthy,Gene_149,0.575965
155,Healthy,Gene_187,0.805987
155,Healthy,Gene_244,0.839779
155,Healthy,Gene_285,0.965903
155,Healthy,Gene_354,0.598313
155,Healthy,Gene_366,0.249176
155,Healthy,Gene_367,0.560233
155,Healthy,Gene_482,0.414049
155,Healthy,Gene_521,0.134944
155,Healthy,Gene_588,0.690143
155,Healthy,Gene_607,0.477581
155,Healthy,Gene_646,0.23646
155,Healthy,Gene_650,0.087447
155,Healthy,Gene_781,0.80164
155,Healthy,Gene_816,0.275321
155,Healthy,Gene_818,0.101359
155,Healthy,Gene_84,0.386569
155,Healthy,Gene_850,0.829127
155,Healthy,Gene_916,0.790035
155,Healthy,Gene_969,0.118311
156,AML,Gene_149,0.587727
156,AML,Gene_187,0.031121
156,AML,Gene_244,0.761122
156,AML,Gene_285,0.342085
156,AML,Gene_354,0.051862
156,AML,Gene_366,0.33373
156,AML,Gene_367,0.622558
156,AML,Gene_482,0.947193
156,AML,Gene_521,0.682173
156,AML,Gene_588,0.054421
156,AML,Gene_607,0.911881
156,AML,Gene_646,0.292329
156,AML,Gene_650,0.972811
156,AML,Gene_781,0.209187
156,AML,Gene_816,0.666987
156,AML,Gene_818,0.560432
156,AML,Gene_84,0.713322
156,AML,Gene_850,0.289768
156,AML,Gene_916,0.49925
156,AML,Gene_969,0.423658
157,ALL,Gene_149,0.324547
157,ALL,Gene_187,0.068858
157,ALL,Gene_244,0.028447
157,ALL,Gene_285,0.594491
157,ALL,Gene_354,0.131598
157,ALL,Gene_366,0.251427
157,ALL,Gene_367,0.108142
157,ALL,Gene_482,0.744148
157,ALL,Gene_521,0.410422
157,ALL,Gene_588,0.316076
157,ALL,Gene_607,0.836459
157,ALL,Gene_646,0.600529
157,ALL,Gene_650,0.435173
157,ALL,Gene_781,0.947132
157,ALL,Gene_816,0.544607
157,ALL,Gene_818,0.464982
157,ALL,Gene_84,0.604273
157,ALL,Gene_850,0.852978
157,ALL,Gene_916,0.039542
157,ALL,Gene_969,0.24379
158,Healthy,Gene_149,0.71072
158,Healthy,Gene_187,0.664042
158,Healthy,Gene_244,0.058004
158,Healthy,Gene_285,0.75448
158,Healthy,Gene_354,0.895579
158,Healthy,Gene_366,0.602207
158,Healthy,Gene_367,0.94066
158,Healthy,Gene_482,0.276349
158,Healthy,Gene_521,0.748623
158,Healthy,Gene_588,0.143866
158,Healthy,Gene_607,0.214634
158,Healthy,Gene_646,0.897718
158,Healthy,Gene_650,0.171087
158,Healthy,Gene_781,0.517035
158,Healthy,Gene_816,0.428339
158,Healthy,Gene_818,0.173385
158,Healthy,Gene_84,0.674099
158,Healthy,Gene_850,0.491952
158,Healthy,Gene_916,0.145318
158,Healthy,Gene_969,0.992107
159,AML,Gene_149,0.764594
159,AML,Gene_187,0.245621
159,AML,Gene_244,0.058117
159,AML,Gene_285,0.943783
159,AML,Gene_354,0.260431
159,AML,Gene_366,0.961319
159,AML,Gene_367,0.897489
159,AML,Gene_482,0.183443
159,AML,Gene_521,0.831096
159,AML,Gene_588,0.744139
159,AML,Gene_607,0.87699
159,AML,Gene_646,0.32544
159,AML,Gene_650,0.634027
159,AML,Gene_781,0.636793
159,AML,Gene_816,0.063508
159,AML,Gene_818,0.810902
159,AML,Gene_84,0.824585
159,AML,Gene_850,0.482905
159,AML,Gene_916,0.542044
159,AML,Gene_969,0.187744
160,AML,Gene_149,0.37781
160,AML,Gene_187,0.358104
160,AML,Gene_244,0.124261
160,AML,Gene_285,0.326622
160,AML,Gene_354,0.577597
160,AML,Gene_366,0.728553
160,AML,Gene_367,0.693449
160,AML,Gene_482,0.553252
160,AML,Gene_521,0.089081
160,AML,Gene_588,0.071612
160,AML,Gene_607,0.132713
160,AML,Gene_646,0.47739
160,AML,Gene_650,0.618087
160,AML,Gene_781,0.968514
160,AML,Gene_816,0.967651
160,AML,Gene_818,0.38191
160,AML,Gene_84,0.260324
160,AML,Gene_850,0.386961
160,AML,Gene_916,0.854384
160,AML,Gene_969,0.880585
161,AML,Gene_149,0.76307
161,AML,Gene_187,0.503414
161,AML,Gene_244,0.311656
161,AML,Gene_285,0.868474
161,AML,Gene_354,0.896951
161,AML,Gene_366,0.492717
161,AML,Gene_367,0.15428
161,AML,Gene_482,0.885259
161,AML,Gene_521,0.224868
161,AML,Gene_588,0.862187
161,AML,Gene_607,0.193438
161,AML,Gene_646,0.500617
161,AML,Gene_650,0.356377
161,AML,Gene_781,0.77245
161,AML,Gene_816,0.114977
161,AML,Gene_818,0.273941
161,AML,Gene_84,0.240805
161,AML,Gene_850,0.120371
161,AML,Gene_916,0.08832
161,AML,Gene_969,0.22382
162,ALL,Gene_149,0.790935
162,ALL,Gene_187,0.775432
162,ALL,Gene_244,0.07125
162,ALL,Gene_285,0.512736
162,ALL,Gene_354,0.211353
162,ALL,Gene_366,0.26699
162,ALL,Gene_367,0.320978
162,ALL,Gene_482,0.29979
162,ALL,Gene_521,0.667325
162,ALL,Gene_588,0.863329
162,ALL,Gene_607,0.193706
162,ALL,Gene_646,0.399391
162,ALL,Gene_650,0.550802
162,ALL,Gene_781,0.729102
162,ALL,Gene_816,0.26725
162,ALL,Gene_818,0.581354
162,ALL,Gene_84,0.023002
162,ALL,Gene_850,0.738663
162,ALL,Gene_916,0.013811
162,ALL,Gene_969,0.39217
163,AML,Gene_149,0.219221
163,AML,Gene_187,0.36787
163,AML,Gene_244,0.126339
163,AML,Gene_285,0.376662
163,AML,Gene_354,0.529407
163,AML,Gene_366,0.87333
163,AML,Gene_367,0.915633
163,AML,Gene_482,0.83068
163,AML,Gene_521,0.255565
163,AML,Gene_588,0.339147
163,AML,Gene_607,0.213651
163,AML,Gene_646,0.976731
163,AML,Gene_650,0.471756
163,AML,Gene_781,0.207483
163,AML,Gene_816,0.596001
163,AML,Gene_818,0.805044
163,AML,Gene_84,0.666478
163,AML,Gene_850,0.101994
163,AML,Gene_916,0.216412
163,AML,Gene_969,0.152405
164,AML,Gene_149,0.97327
164,AML,Gene_187,0.053271
164,AML,Gene_244,0.139482
164,AML,Gene_285,0.564327
164,AML,Gene_354,0.490895
164,AML,Gene_366,0.264102
164,AML,Gene_367,0.445801
164,AML,Gene_482,0.520101
164,AML,Gene_521,0.096776
164,AML,Gene_588,0.849976
164,AML,Gene_607,0.711371
164,AML,Gene_646,0.026631
164,AML,Gene_650,0.713634
164,AML,Gene_781,0.573245
164,AML,Gene_816,0.431505
164,AML,Gene_818,0.62984
164,AML,Gene_84,0.670906
164,AML,Gene_850,0.022855
164,AML,Gene_916,0.0749
164,AML,Gene_969,0.164529
165,AML,Gene_149,0.013396
165,AML,Gene_187,0.059228
165,AML,Gene_244,0.227643
165,AML,Gene_285,0.81198
165,AML,Gene_354,0.180245
165,AML,Gene_366,0.408542
165,AML,Gene_367,0.800753
165,AML,Gene_482,0.407089
165,AML,Gene_521,0.339511
165,AML,Gene_588,0.899917
165,AML,Gene_607,0.089709
165,AML,Gene_646,0.52131
165,AML,Gene_650,0.357013
165,AML,Gene_781,0.300787
165,AML,Gene_816,0.605397
165,AML,Gene_818,0.857333
165,AML,Gene_84,0.355909
165,AML,Gene_850,0.848785
165,AML,Gene_916,0.272077
165,AML,Gene_969,0.914561
166,AML,Gene_149,0.105474
166,AML,Gene_187,0.077179
166,AML,Gene_244,0.487028
166,AML,Gene_285,0.682058
166,AML,Gene_354,0.2614
166,AML,Gene_366,0.126147
166,AML,Gene_367,0.320085
166,AML,Gene_482,0.986385
166,AML,Gene_521,0.843185
166,AML,Gene_588,0.671128
166,AML,Gene_607,0.559253
166,AML,Gene_646,0.482208
166,AML,Gene_650,0.118896
166,AML,Gene_781,0.161962
166,AML,Gene_816,0.738662
166,AML,Gene_818,0.468901
166,AML,Gene_84,0.893846
166,AML,Gene_850,0.792406
166,AML,Gene_916,0.593981
166,AML,Gene_969,0.630147
167,Healthy,Gene_149,0.145786
167,Healthy,Gene_187,0.0562
167,Healthy,Gene_244,0.476081
167,Healthy,Gene_285,0.484641
167,Healthy,Gene_354,0.338865
167,Healthy,Gene_366,0.357492
167,Healthy,Gene_367,0.482789
167,Healthy,Gene_482,0.443531
167,Healthy,Gene_521,0.239679
167,Healthy,Gene_588,0.504304
167,Healthy,Gene_607,0.413743
167,Healthy,Gene_646,0.960818
167,Healthy,Gene_650,0.498198
167,Healthy,Gene_781,0.984783
167,Healthy,Gene_816,0.03377
